Id,SMILES,mu
train_6965,[H]ON[C@H]1[C@@]2(C([H])=O)N([H])[C@]1([H])C2([H])[H],2.3631
train_6966,[H]C([H])([H])C1(C([H])([H])[H])OC([H])([H])[C@@]1([H])C#N,2.8588
train_6967,[H]O[C@]1([H])C([H])([H])[C@](O[H])(C([H])([H])C([H])([H])[H])[C@]1([H])O[H],1.0668
train_6968,[H]C#C[C@]1([H])O[C@]1([H])[C@]([H])(C#N)N([H])[H],5.1891
train_6969,[H]C([H])([H])C1(C([H])([H])[H])[N@@H+]2[C@@]3([H])C([H])([H])[C@]2([H])[C@@]13C([H])([H])[H],1.8249
train_6970,[H]C1=N[C@@]([H])(C#N)[C@@]([H])(C([H])([H])[H])C([H])([H])O1,4.2228
train_6971,[H]C1=C([H])C([H])([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C1([H])[H],0.2189
train_6972,[H]C1([H])OC([H])([H])C([H])([H])[C@@]2([H])O[C@@]2(C([H])([H])[H])C1([H])[H],1.763
train_6973,[H]C1=C2N(N=N1)C([H])([H])[C@]([H])(C([H])([H])[H])N2[H],6.0184
train_6974,[H]N1[C@@H]2[NH2+]C([H])([H])C([H])([H])O[C@@]23C([H])([H])[C@@]13[H],2.3269
train_6975,[H]N1[C@]2([H])[C@]([H])(C([H])([H])[H])OC([H])([H])[C@]12C([H])([H])C([H])([H])[H],1.1822
train_6976,[H]OC([H])([H])C#CC(=O)C([H])([H])[H],4.7432
train_6977,[H]N([H])C1=NOC(=O)C(N([H])[H])=N1,4.7246
train_6978,[H][N-]C1=C(C([H])([H])[H])[C+]([H])N=C([H])N=C1[H],1.0451
train_6979,[H]C1=N[C@]2([H])[C@]([H])(OC([H])([H])O1)[C@]2([H])C([H])([H])[H],1.444
train_6980,[H]C([H])([H])C([H])([H])[C@]12C(=O)[C@]([H])(C1([H])[H])C2([H])[H],2.8723
train_6981,[H]C1=C([H])[C@@](C#N)(N([H])[H])C([H])([H])N([H])C1([H])[H],4.2272
train_6982,[H]C1([H])O[C@@]1([H])C#C[C@]([H])(C#N)C([H])([H])[H],2.6429
train_6983,[H]C([H])([H])C([H])([H])C(=O)C1([H])C23([H])OC12([H])C3([H])[H],1.8174
train_6984,[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@@]1([H])C#N,3.5437
train_6985,[H]C1([H])[NH+](C([H])([H])C([H])([H])C([H])([H])[NH+]2C([H])([H])C2([H])[H])C1([H])[H],1.1923
train_6986,[H]OC([H])([H])[C@]1([H])C(=O)[C@]2([H])N([H])[C@]2([H])C1([H])[H],4.7557
train_6987,[H]O[C@]1([H])[C@]2([H])C(=O)C([H])([H])[C@@]1([H])N2[H],3.8582
train_6988,[H]OC([H])([H])C([H])([H])[C@@]([H])(O[H])C1(O[H])C([H])([H])C1([H])[H],1.0191
train_6989,[H]C1([H])O[C@]2([H])OC([H])([H])[C@@]1([H])[C@@]21C([H])([H])C1([H])[H],2.5426
train_6990,[H]C#CC([H])([H])O[C@]1([H])C([H])([H])[C@@]([H])(C([H])([H])[H])C1([H])[H],1.3075
train_6991,[H]O[C@@]([H])(C([H])([H])C(=O)C([H])=O)C([H])([H])C([H])([H])[H],1.2783
train_6992,[H]C#CC([H])([H])C1=C(C([H])([H])[H])N([H])N=N1,4.3239
train_6993,[H]C1([H])O[C@](C([H])([H])[H])(C([H])([H])C([H])([H])[H])OC1=O,3.0361
train_6994,[H]O[C@]1([H])[C@]2(O[H])C([H])([H])C([H])([H])C([H])([H])[C@]12[H],1.0586
train_6995,[H]O/N=C(\C([H])([H])[H])C([H])([H])C(=O)C([H])=O,0.9069
train_6996,[H]O[C@]1([H])C(=O)N([H])C1([H])[H],2.5208
train_6997,[H]C1([H])C([H])([H])C12[C@@]([H])(C([H])([H])[H])[C@]1([H])C([H])([H])[C@]21C([H])([H])[H],0.3065
train_6998,[H]C(=O)[C@@]1(C([H])([H])[H])C([H])([H])OC([H])([H])C([H])([H])C1([H])[H],2.6434
train_6999,[H]C1=C([H])[C@@]([H])(C([H])([H])[H])O[C@@]([H])(OC([H])([H])[H])C1([H])[H],1.399
train_7000,[H]O[C@]1([H])[C@]2(C#N)O[C@@]1([H])C2=O,3.9439
train_7001,[H]C([H])([H])C([H])(C(=O)C([H])([H])[C@]1([H])OC1([H])[H])C([H])([H])[H],2.0844
train_7002,[H]OC([H])([H])[C@]1(C#N)[C@]([H])(O[H])[C@]1([H])N([H])[H],6.1217
train_7003,[H]C#C[C@](OC([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])=O,2.858
train_7004,[H]C1=NC(=O)C([H])=C(C([H])([H])[H])C([H])=C1[H],5.2422
train_7005,[H]C1([H])[C@@]2([H])[C@@]3([H])[C@]1([H])[C@]1([H])C(=O)[C@@]3([H])[C@]21[H],3.232
train_7006,[H][N-][C+]([H])O[C@@]12C([H])([H])C([H])([H])[C@]1([H])[C@]2([H])O[H],3.5125
train_7007,[H]C1([H])C(=O)C(=O)[C@@]2([H])[N@@H+]1C2([H])[H],3.6339
train_7008,[H]O[C@@]([H])(C(=O)C([H])=O)C([H])([H])OC([H])([H])[H],3.3562
train_7009,[H]C1=NN(C([H])([H])C([H])([H])C#N)C([H])=N1,1.542
train_7010,[H]O[C@@]1([H])C([H])([H])C2=C([H])[C@@]3([H])N([H])[C@@]3([H])[C@]21[H],2.7123
train_7011,[H]/C1=C(\C([H])([H])[H])C([H])([H])[C@]2([H])[C@]3([H])O[C@@]1([H])[C@@]32[H],1.8133
train_7012,[H]C([H])([H])[C@]1([H])OC(=O)[C@]([H])(C([H])([H])[H])C([H])([H])C1([H])[H],4.291
train_7013,[H]N([H])C1=NOC(N([H])[H])=C1C([H])([H])[H],3.7926
train_7014,[H]OC([H])([H])C1=C(C([H])([H])[H])N(C([H])([H])[H])N=C1[H],2.4809
train_7015,[H]C#C[C@]1([H])[C@@]2([H])C([H])([H])OC([H])([H])[C@]1([H])C2([H])[H],0.6028
train_7016,[H]C(=O)C1=NC([H])=C(N([H])[H])N1[H],7.2132
train_7017,[H]N1C([H])([H])[C@]12C(=O)[C@]1([H])C([H])([H])[C@@]2([H])C1([H])[H],2.4104
train_7018,[H][N-]C1OC([H])([H])[C@@]2(C#N)O[C@@]12[H],2.3525
train_7019,[H]C([H])([H])C([H])([H])OC([H])([H])[C@]([H])(OC([H])([H])C([H])([H])[H])C([H])([H])[H],0.2079
train_7020,[H]C([H])([H])[C@]12C(=O)[C@]([H])(OC1([H])[H])OC2([H])[H],2.7278
train_7021,[H]C(=O)C123OC14([H])[C@]2([H])[N@@H+](C([H])([H])[H])[C@]43[H],3.486
train_7022,[H]N1C(C#N)[NH2+][C@@]([H])(C([H])([H])[H])C1([H])[H],4.8916
train_7023,[H]C([H])([H])[C@@]12C([H])([H])C([H])([H])[C@]1([H])C2([H])[H],0.3029
train_7024,[H]N1C([H])([H])[C@]1([H])C(=O)C1([H])C([H])([H])OC1([H])[H],2.8829
train_7025,[H]OC([H])([H])[C@]1([H])[C@]2(O[H])C([H])([H])C([H])([H])C([H])([H])[C@@]21[H],2.0973
train_7026,[H]N1[C@]([H])(C(=O)OC([H])([H])[H])[C@]2([H])C([H])([H])[C@]12[H],2.2581
train_7027,[H]O[C@@]1([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])[C@@]2([H])O[C@]13[H],1.7825
train_7028,[H]C1=C2N(N=N1)C([H])([H])[C@@]21N([H])C1([H])[H],4.5234
train_7029,[H]C([H])([H])C1(C([H])([H])[H])[N@H+]2C([H])([H])[C@@]2([H])[C@@]12OC2([H])[H],0.8575
train_7030,[H]ONC1C([H])([H])C([H])([H])C2(C1([H])[H])C([H])([H])C2([H])[H],0.8454
train_7031,[H]C([H])(C#N)[NH+]1C([H])([H])C([H])(C([H])([H])C([H])([H])[H])C1([H])[H],4.5395
train_7032,[H]C#CC#CC([H])([H])C([H])=O,1.8692
train_7033,[H]O[C@@]1([H])C([H])([H])[C@@]1(C([H])=O)C([H])([H])C#N,3.9516
train_7034,[H]C1([H])[C@]2([H])C([H])([H])[C@]3([H])[C@@]1([H])C([H])([H])[C@]1([H])[C@@]2([H])[C@@]13[H],0.1437
train_7035,[H]O[C@@]1([H])C(C([H])([H])[H])=C([H])[C@@]2(C([H])([H])[H])O[C@@]12[H],2.177
train_7036,[H]C1=C(C([H])([H])C([H])([H])[H])[C@]2([H])C(=O)[C@@]1([H])N2[H],3.3771
train_7037,[H]C1=NON=C1C#CC([H])([H])[H],4.4589
train_7038,[H]C1=C([H])N([H])C([C@]2([H])OC([H])([H])C2([H])[H])=N1,2.8714
train_7039,[H]C1([H])O[C@@]2([H])[C@]1([H])[C@@]1([H])[C@@]3([H])C([H])([H])[C@@]3([H])[C@]12[H],1.7171
train_7040,[H]N1C(=O)[C@@]2(C([H])([H])C([H])([H])[H])C([H])([H])[C@@]2([H])C1([H])[H],3.5971
train_7041,[H]C([H])([H])[C@@]1([H])[C@@]([H])(C([H])([H])[H])[C@@]2([H])OC([H])([H])[C@@]12[H],1.7303
train_7042,[H]C(=O)O[C@]1([H])C([H])([H])[C@]1([H])C(=O)N([H])[H],5.9481
train_7043,[H]C(=O)C([H])([H])[N@H+]1C([H])([H])[C@@]1([H])[C@]1([H])N([H])C1([H])[H],2.555
train_7044,[H][N-]C1=NC([H])=C(C([H])([H])[H])[C+]([H])N=C1[H],3.3223
train_7045,[H]OC([H])([H])[C@@]([H])(C#CC([H])([H])C([H])([H])[H])O[H],3.0653
train_7046,[H]C1=C([H])C(C#N)=C(C([H])([H])[H])O1,3.9776
train_7047,[H]C([H])([H])[C@]1(C#N)OC(=O)OC1([H])[H],5.2252
train_7048,[H]O[C@@]1([H])C([H])([H])[C@]1(O[H])C([H])([H])C([H])([H])C([H])=O,4.0591
train_7049,[H]C#C[C@@]([H])([NH+]1C([H])([H])C1([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],1.184
train_7050,[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])C#N,4.2482
train_7051,[H]O[C@]1([H])C([H])([H])N(C([H])=O)C([H])([H])[C@]1([H])C([H])([H])[H],3.5032
train_7052,[H]C1=C([H])[C@@]2([H])N([H])[C@@]2([H])[C@@]1([H])C#CC([H])([H])[H],1.3508
train_7053,[H]N1C([H])([H])C(=O)[C@@]1([H])[C@@]([H])(OC([H])([H])[H])C([H])([H])[H],2.2606
train_7054,[H]C([H])([H])C([H])([H])[C@]12O[C@@]([H])(C([H])([H])[H])[C@@]1([H])[C@@]2([H])C([H])([H])[H],1.3694
train_7055,[H]C(=O)C1=NC([H])=C(C([H])([H])[H])N1C([H])([H])[H],6.8194
train_7056,[H]C#C[C@]1([H])N=C([H])OC([H])([H])[C@]1([H])O[H],2.771
train_7057,[H]OC([H])([H])C(OC([H])([H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],0.3949
train_7058,[H]C([H])(C#N)[N@@H+]1C([H])([H])[C@]1([H])C([H])([H])[H],4.8145
train_7059,[H]O[C@]1([H])C([H])([H])[C@]([H])(C([H])([H])[H])[C@]([H])(C([H])([H])[H])C1([H])[H],1.4153
train_7060,[H]C(=O)OC1=NC(C([H])([H])[H])=NO1,2.2593
train_7061,[H]C(=O)N([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],3.5399
train_7062,[H]OC([H])([H])[C@]([H])(C([H])([H])C([H])([H])[H])[C@@]1([H])C([H])([H])[C@@]1([H])C([H])([H])[H],1.3447
train_7063,[H]C([H])([H])[N@H+]1[C@@]2([H])C([H])([H])C(=O)C([H])([H])[C@@]12C([H])([H])[H],1.7442
train_7064,[H]C1=C([H])N([H])C([H])=C(OC([H])([H])[H])C1=O,6.9521
train_7065,[H]OC([H])([H])C([H])([H])C([H])([H])C#CC([H])(C([H])([H])[H])C([H])([H])[H],1.3166
train_7066,[H]O[C@]12C([H])([H])[C@]3(O[H])[C@@]1([H])[N@@H+]1[C@@]2([H])[C@@]13[H],3.5078
train_7067,[H]OC([H])([H])[C@]1([H])O[C+]([H])[NH2+][C@]1([H])C([H])([H])C([H])([H])[H],0.2616
train_7068,[H]C([H])([H])OC([H])([H])C([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],1.1355
train_7069,[H]C1([H])C([H])([H])C2(C1([H])[H])[C@]1([H])OC([H])([H])[C@]21C([H])([H])[H],1.779
train_7070,[H]C1=NN([H])N=C1N([H])C([H])(C([H])([H])[H])C([H])([H])[H],1.5757
train_7071,[H]ONC1C([H])([H])OC12C([H])([H])OC2([H])[H],2.2098
train_7072,[H]N1[C@@]([H])(C([H])([H])[H])[C@@]1([H])C(OC([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],0.598
train_7073,[H]C1=C(C([H])([H])[H])N([H])C(=O)C([H])([H])OC1([H])[H],3.5913
train_7074,[H]OC([H])([H])[C@@]1([H])C([H])([H])[C@@]2(C([H])=O)C([H])([H])[C@@]12[H],4.389
train_7075,[H][N-][C+]([H])O[C@]1([H])C([H])([H])OC([H])([H])C([H])([H])C1([H])[H],2.7449
train_7076,[H]O[C@]1([H])[C@]2(O[H])C([H])([H])C([H])([H])[C@]([H])(C([H])([H])[H])[C@]12[H],1.9923
train_7077,[H]C1([H])C(=O)[C@]2([H])C([H])([H])O[C@]2([H])C1([H])[H],1.743
train_7078,[H]ON[C@@H]1C([H])([H])[C@@]([H])(O[H])[C@]12OC2([H])[H],2.3224
train_7079,[H]O[C@@]1([H])[C@@]2([H])OC([H])([H])[C@]21[C@]1([H])N([H])C1([H])[H],0.8154
train_7080,[H]OC([H])([H])[C@@]1([H])[N@@H+](C([H])([H])C([H])([H])C([H])([H])[H])[C@@]1([H])C([H])([H])[H],2.5925
train_7081,[H]OC([H])([H])C([H])(C([H])([H])OC([H])([H])[H])C([H])([H])OC([H])([H])[H],3.8907
train_7082,[H]C1=C([H])[C@@]2([H])O[C@@]3([H])[C@]1(C([H])([H])[H])[C@]32C([H])([H])[H],1.7933
train_7083,[H]N1N=NC2=C1C([H])([H])C([H])([H])C([H])([H])C2([H])[H],4.6959
train_7084,[H][N-]C1O[C@@]2(C([H])([H])[H])C([H])([H])[C@@]2(C([H])([H])[H])C1([H])[H],3.2324
train_7085,[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@]12C(=O)C([H])([H])C2([H])[H],3.4682
train_7086,[H]C([H])([H])C#CC([H])([H])OC([H])([H])C1([H])C([H])([H])C1([H])[H],0.6667
train_7087,[H]O[C@@]1([H])[C@@]([H])(C([H])([H])[H])C([H])([H])[C@]1(C#N)N([H])[H],2.8007
train_7088,[H]C1([H])[NH2+][C@H]2O[C@@]3([H])C([H])([H])[C@]1([H])[C@@]23[H],3.681
train_7089,[H]C1([H])O[C@@]2([H])O[C@]1([H])C(=O)[C@@]2([H])C([H])([H])[H],1.0755
train_7090,[H]O[C@@]12C(=C([H])C([H])([H])OC1([H])[H])C([H])([H])C2([H])[H],1.7576
train_7091,[H]C([H])(C#N)[C@]1([H])C([H])([H])[C@]2([H])C([H])([H])[C@]12C([H])([H])[H],4.3476
train_7092,[H]C1=C([H])[C@@]([H])(C#N)[N@H+](C([H])([H])C([H])([H])[H])C1([H])[H],4.4734
train_7093,[H]O[C@]([H])(C([H])([H])OC([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],1.8955
train_7094,[H]OC1=C(OC([H])=O)OC([H])=N1,3.4728
train_7095,[H]C(=O)C([H])([H])C1=NC([H])=C([H])C([H])=N1,4.226
train_7096,[H]OC([H])([H])C([H])([H])[C@]1([H])O[C@]([H])(C([H])([H])O[H])C1([H])[H],2.0104
train_7097,[H][N-]C(OC([H])([H])C([H])([H])[H])/C(=N/O[H])C([H])([H])[H],1.3745
train_7098,[H]C1([H])O[C@@]([H])(C2([H])C([H])([H])C2([H])[H])C(=O)C1([H])[H],1.6639
train_7099,[H]O[C@@]([H])(C([H])=O)[C@@]([H])(OC([H])([H])[H])C([H])=O,2.7891
train_7100,[H]C#C[C@]12[C@]3([H])N([H])[C@@]1([H])[C@@]2([H])OC3([H])[H],0.4288
train_7101,[H]C1=C([H])N(C(=O)N([H])[H])C([H])=C1N([H])[H],2.5025
train_7102,[H]C#C[C@]1([H])O[C+]([H])[NH2+][C@]1([H])C([H])([H])C([H])([H])[H],1.2974
train_7103,[H]C1=NC(C([H])([H])[H])=C(N([H])[H])N=C1F,3.1241
train_7104,[H]C1=NC2=C(C(=O)C([H])([H])C2([H])[H])N1[H],1.8053
train_7105,[H]C1=C([H])C(C([H])([H])[H])=C(F)C([H])=C1N([H])[H],2.1859
train_7106,[H]C#CC123OC14(C([H])([H])[H])[C@]2([H])C([H])([H])[C@@]34[H],1.9061
train_7107,[H]C([H])([H])[C@]1([H])[C@]2([H])O[C@]2(C([H])([H])[H])[C@]2([H])C([H])([H])[C@]12[H],1.8125
train_7108,[H]C([H])([H])[C@@]12C(=O)[C@@]3([H])[N@@H+]1C([H])([H])[C@@]3([H])C2([H])[H],3.2641
train_7109,[H]C1=C(C([H])([H])[H])C(N([H])[H])=C([H])N([H])C1=O,5.241
train_7110,[H]OC1(C([H])([H])[H])C([H])([H])C([H])([H])C([H])=C([H])C([H])([H])C1([H])[H],1.3457
train_7111,[H][N-]C1OC([H])([H])C([H])=C([H])C(C([H])([H])[H])=C1[H],3.4971
train_7112,[H]C1=C([H])[C@]([H])(C([H])([H])[H])[C@@]2([H])N([H])C(=O)[C@@]12[H],3.7809
train_7113,[H]C#CC([H])([H])[C@@]1([H])[N@@H+](C([H])([H])C([H])([H])[H])C1([H])[H],1.1783
train_7114,[H]C([H])(C#N)[C@]1([H])[N@H+]2C([H])([H])[C@@]([H])(C1([H])[H])C2([H])[H],5.4882
train_7115,[H]C1=C(C([H])([H])[H])C([H])([H])[C@]2([H])N([H])[C@]12C#N,3.9724
train_7116,[H]C1=C(N([H])[H])[C@@]2(C([H])([H])[H])O[C@@]2([H])C1=O,5.9894
train_7117,[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])C([H])=O)C1([H])[H],1.8504
train_7118,[H]OC([H])([H])[C@]1(O[H])[C@H]([NH2+]C([H])([H])[H])OC1([H])[H],1.5327
train_7119,[H]C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])[C@@]2(C([H])([H])[H])C([H])([H])[C@@]12[H],0.3104
train_7120,[H]C(=O)C([H])([H])OC([H])([H])[C@]1([H])N([H])C1([H])[H],3.0799
train_7121,[H]C1([H])[N@H+]2[C@]1([H])[C@@]1([H])C([H])([H])[C@]3([H])O[C@@]1([H])[C@]23[H],1.6447
train_7122,[H]C(=O)C#CC1[NH2+]C([H])([H])C([H])([H])N1[H],3.22
train_7123,[H]C([H])([H])N1C(=O)[C@]2([H])C([H])([H])C([H])([H])[C@@]1([H])C2([H])[H],3.7223
train_7124,[H][N-][C+]([H])OC([H])([H])C(=O)C([H])([H])C([H])=O,2.4114
train_7125,[H][N-][C@H]1[N@@H+]2C([H])([H])[C@]2([H])[C@]1(C#N)C([H])([H])[H],5.0749
train_7126,[H]C#CC([H])([H])[C@@]1(C([H])([H])[H])O[C@]1([H])C([H])([H])C([H])([H])[H],1.9744
train_7127,[H]O[C@@]1([C@]2([H])N([H])C2([H])[H])C([H])([H])[C@@]2([H])C([H])([H])[C@@]12[H],2.9768
train_7128,[H]N1C([H])([H])[C@@]2(N([H])[C@]2([H])C([H])([H])[H])[C@]1([H])C#N,3.2803
train_7129,[H]OC([H])([H])[C@@]1([H])[N@H+]2[C@@]([H])(C([H])([H])[H])[C@@]2([H])[C@@]1([H])C([H])([H])[H],2.7218
train_7130,[H]N1[C@]2([H])C(=O)[C@@]1([H])[C@]([H])(C([H])([H])[H])[C@]2([H])C([H])([H])[H],1.9885
train_7131,[H]OC([H])([H])C1(C#CC([H])([H])[H])C([H])([H])OC1([H])[H],3.0098
train_7132,[H]C1=NN2N/C(C([H])([H])[H])=N\C2=[N+]1[H],4.325
train_7133,[H]C([H])([H])C(=O)[C@]12OC([H])([H])[C@]([H])(C1([H])[H])C2([H])[H],2.4133
train_7134,[H]C1=NC2=C(N([H])C([H])=C2[H])N1C([H])([H])[H],5.279
train_7135,[H]C1=C([H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])C1=O,3.3777
train_7136,[H]C1([H])O[C@@]12C(=O)[C@@]1([H])O[C@]12[H],2.4441
train_7137,[H]N1N=C(C2([H])C([H])([H])C2([H])[H])N([H])C1=O,3.5633
train_7138,[H]C1=NC(C#N)=C(N([H])[H])C([H])=C1[H],5.6998
train_7139,[H]C1([H])OC(=O)C(=O)C(=O)C1([H])[H],5.0645
train_7140,[H]N([H])C(=O)[C@@]1([H])[N@@H+](C([H])([H])C([H])([H])[H])C1([H])[H],2.7006
train_7141,[H]N([H])C([H])([H])[C@@](C#N)(OC([H])([H])C([H])([H])[H])C([H])([H])[H],3.1347
train_7142,[H]C1([H])C(=O)O[C@]2([H])C([H])([H])[C@]2([H])C([H])([H])C1([H])[H],3.1466
train_7143,[H]C([H])([H])[C@]12[C@]3([H])[C@@]4([H])[C@]([H])(O[C@]41[H])[C@@]32[H],1.7497
train_7144,[H]C#C[C@@]12C([H])([H])[C@]1([H])OC([H])([H])[C@]2([H])C([H])([H])[H],1.0799
train_7145,[H]C1=NC([H])=C2O[C@@]([H])(C([H])([H])[H])C([H])([H])N12,5.0239
train_7146,[H]N1C(=O)[C@]2([H])C34([H])OC23(C1([H])[H])C4([H])[H],4.0785
train_7147,[H]C#CC1=NC(O[H])=C([H])C([H])=N1,1.2313
train_7148,[H]C([H])([H])[NH+](C([H])([H])[H])[C@@]12[C@@]3([H])O[C@]1([H])[C@]2([H])C3([H])[H],2.0107
train_7149,[H]C1([H])O[C@]([H])(C([H])([H])[H])[C@]2([H])O[C@]2([H])C([H])([H])C1([H])[H],2.3725
train_7150,[H]OC([H])([H])C1=NOC([H])=C1[H],2.6536
train_7151,[H]C1([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])[C@]3([H])[C@]1([H])[C@@]2([H])C([H])([H])[H],0.103
train_7152,[H]OC([H])([H])C1=C([H])C([H])=C(N([H])C([H])([H])[H])O1,2.8228
train_7153,[H]N([H])C1(C([H])([H])C#N)C([H])([H])OC1([H])[H],2.8782
train_7154,[H]C([H])([H])C1(C([H])([H])[H])OC([H])([H])[C@]([H])(C([H])([H])C([H])([H])[H])O1,0.769
train_7155,[H]OC([H])([H])C(=O)C1=C([H])N([H])N=C1[H],2.4443
train_7156,[H]O[C@]([H])(C([H])([H])[H])C([H])([H])[C@@]([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],1.5095
train_7157,[H]/N=C(\C#N)N([H])[C@@]([H])(C#N)C([H])([H])[H],2.6291
train_7158,[H]O[C@@]([H])(C([H])=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],2.1541
train_7159,[H]C1=C2C([H])([H])[C@]3([H])C([H])([H])[C@]3([H])[C@]2([H])OC1([H])[H],1.65
train_7160,[H]C(=O)C1=NC(C#N)=C([H])O1,2.0089
train_7161,[H]O[C@@]1([H])[C@@]2(C([H])([H])[H])C([H])([H])C(=O)[C@]21[H],3.2171
train_7162,[H]C1=C([H])OC(OC([H])([H])C#N)=N1,3.9249
train_7163,[H]C1([H])OC([H])([H])C234OC2([H])(C3([H])[H])[C@]14[H],1.3873
train_7164,[H]C1=C([H])[C@](OC([H])([H])[H])(C([H])([H])[H])O[C@@]1([H])C([H])([H])[H],0.7046
train_7165,[H]O[C@@]12C([H])([H])[C@@]3([H])[N@@H+]4C([H])([H])[C@@]([H])([C@@]41[H])[C@]32[H],0.4792
train_7166,[H]C(=O)OC1(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H],4.2807
train_7167,[H]C1=N[C@]2([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C([H])([H])O1,2.0009
train_7168,[H]C(=O)C([H])([H])[N@@H+]1[C@]2([H])[C@]3([H])O[C@]3([H])[C@]12[H],4.4277
train_7169,[H]OC1=C(N([H])C([H])([H])[H])N([H])C(C([H])([H])[H])=C1[H],0.9789
train_7170,[H]O[C@]1(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C#N,4.2425
train_7171,[H]C1=C(C([H])([H])[H])[C@]2([H])C([H])([H])C([H])([H])[C@@]1(C([H])([H])[H])C2([H])[H],0.3095
train_7172,[H][N-]C1O[C@]([H])(C([H])([H])[H])OC(=O)N1[H],1.647
train_7173,[H]C1=C([H])[C@@]([H])(C([H])([H])[H])OC12C([H])([H])C2([H])[H],1.2562
train_7174,[H]C1=C([H])C([H])([H])[C@]([H])(C([H])([H])C([H])([H])[H])OC1([H])[H],1.0297
train_7175,[H]C([H])([H])[N@@H+]1[C@@]2([H])[C@]1([H])C(=O)O[C@]2([H])C([H])([H])[H],3.8384
train_7176,[H][N-]C1N([H])[C@]2([H])C([H])([H])O[C@@]1([H])OC2([H])[H],4.8746
train_7177,[H]C1=C([H])OC([C@]2([H])OC([H])([H])C2([H])[H])=N1,1.3213
train_7178,[H]O[C@@]1(C([H])([H])C([H])([H])[H])[C@@]2([H])C([H])([H])[N@@H+]3[C@@]2([H])[C@@]31[H],3.1686
train_7179,[H]C1=C(N(=O)=O)OC(C([H])([H])[H])=N1,3.8586
train_7180,[H]O[C@]1([H])C([H])([H])O[C@]([H])(C([H])([H])C([H])([H])[H])[C@]1([H])O[H],1.4031
train_7181,[H]OC([H])([H])C1=C([H])[C@]2(C([H])([H])[H])C([H])([H])[C@@]1([H])C2([H])[H],1.4188
train_7182,[H]C1=C2C([H])([H])O[C@@]2([H])[C@@]2([H])O[C@@]2([H])C1([H])[H],2.696
train_7183,[H]C([H])([H])C([H])([H])O[C@]12C([H])([H])[C@@]1([H])C([H])([H])[C@@]2([H])C([H])([H])[H],0.8233
train_7184,[H]O[C@]1([H])[C@]2([H])C(=O)C([H])([H])[C@@]([H])(O[H])[C@]12[H],2.4416
train_7185,[H]C(=O)[C@]1([H])OC([H])([H])OC([H])=NC1([H])[H],2.6117
train_7186,[H]O[C@]([H])(C([H])([H])[H])[C@]12C([H])([H])C([H])([H])[C@@]1(C([H])([H])[H])C2([H])[H],1.1569
train_7187,[H]C([H])([H])C1(C([H])([H])[H])N2C(=O)[C@@]([H])(C([H])([H])[H])[C@@]21[H],3.9172
train_7188,[H]C1([H])C(=O)[C@@]2([H])[C@@]3([H])[C@]1([H])[C@@]1([H])[C@]2([H])[C@@]31[H],3.1522
train_7189,[H]N1[C@@]([H])(C#N)[C@@]2(N([H])C([H])([H])[H])C([H])([H])[C@@]12[H],4.769
train_7190,[H]N1C([H])([H])[C@]12C([H])([H])C([H])([H])[C@]21N([H])C1([H])[H],1.7594
train_7191,[H]C(=O)[C@@]1([H])[C@@]2([H])C([H])([H])[C@@]3([H])O[C@]1([H])[C@@]23[H],3.5373
train_7192,[H]C1([H])O[C@]2([H])C([H])([H])C([H])([H])[C@]2(C#N)C1([H])[H],3.9339
train_7193,[H][N-]C1=C(O[H])C(N([H])[H])=NNO1,2.5332
train_7194,[H]C1=C(C([H])([H])[H])OC(N2C([H])([H])C2([H])[H])=N1,1.6609
train_7195,[H]OC([H])([H])[C@@]1([H])C([H])([H])C([H])([H])[C@@]2(O[H])C([H])([H])[C@@]12[H],1.8034
train_7196,[H]OC([H])([H])[C@]1([H])C(=O)O[C@]1([H])C([H])([H])[H],3.7586
train_7197,[H]O[C@]([H])(C([H])([H])[H])[C@]1(C(=O)C([H])([H])[H])N([H])C1([H])[H],3.0792
